smiles,Egc
[*]CCCP(CCCNC(=O)CCCCC(=O)N[*])CC(C)C,5.1348
[*]Oc1ccc(-c2ccc(C([*])=O)cc2)cc1Br,3.8867
[*]CCCCCNC(=O)O[*],6.3761
[*]CC(CO[*])(CSC)CSC,4.984
[*]c1ccc(SSc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,2.3111
[*]OC(=O)CCc1ccc(CCC([*])=O)cc1,5.0434
[*]c1ccc(C(=O)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,2.9955
[*]c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,3.4309
[*]CCCCCC(=O)NCc1ccc(CNC(=O)CCCCCO[*])cc1,5.243
[*]NC(=S)OC(=S)[*],2.5906
[*]Cc1ccc(COC(=O)CCCCCCCCCCCCCCCCCCC(=O)O[*])cc1,5.5452
[*]CCCCCCNC(=O)CCCCC(=O)NCC(=O)N[*],5.8188
[*]NC(C)C(=O)NCC([*])=O,5.7945
[*]CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N[*],5.9384
[*]C=Cc1ccc([*])n1CCCCCCCCCCCC,1.2671
[*]OC(=O)c1ccc(CCCCCc2ccc(C([*])=O)cc2)cc1,4.7446
[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CC(C)CCC([*])=O)cc2)C(=O)OC(C)CC)cc1,5.053
[*]CC(CO[*])(CS(=O)(=O)CCCCC)CS(=O)(=O)CCCCC,5.21
[*]C=C([*])c1ccc2ccc3cccc4ccc1c2c34,0.1296
[*]CCCCNC(=O)O[*],6.3968
[*]CCCCOC(=O)SNCCCCCCNSC(=O)O[*],5.4377
[*]OC(C)COC(=O)c1cccc(C([*])=O)c1,5.0391
[*]CCOC(=O)NCCCCCCCCCCNC(=O)O[*],6.2273
[*]CCCCCOC(=O)CCCCC(=O)O[*],6.8948
[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],3.5671
[*]OC([*])CC,6.1349
[*]CNOC(=S)[*],4.3013
[*]CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)[*],5.2025
[*]CC1CCC([*])C1,6.9613
[*]c1ccc(C(C#N)(C(=O)O)C([*])(C#N)C(=O)O)cc1,5.2415
[*]CC(C#N)(C#N)CC(C#N)(C#N)C(C#N)C(C#N)(C#N)[*],6.9307
[*]Nc1ccc([*])cc1,4.0074
[*]Nc1cc([*])ccc1CCCCCC,4.1073
[*]Nc1ccc(-c2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,3.3951
[*]Oc1ccc(Cc2ccc(OC([*])=O)cc2)cc1,4.8502
[*]c1cc(CCCC)c([*])s1,2.5394
[*]Sc1ccc(Nc2ccc(Nc3ccc(Nc4ccc([*])cc4)cc3)cc2)cc1,3.2757
[*]OC1OC([*])C2CCCCC12,6.0383
[*]c1cc(CC(=O)O)c([*])s1,2.6702
[*]CC(=O)O[*],7.0895
[*]CC(CCCC)(CCCC)C(=O)O[*],6.671
[*]Oc1cccc(Oc2ccc(S(=O)(=O)c3ccc([*])cc3)cc2)c1,4.2737
[*]CCc1ccc([*])c(F)c1,5.0809
[*]C=CC1CC([*])C(C#N)(C[Si](C)(C)C)C1,5.6706
[*]CC(C)(COC(=O)NCCCCCCNC(=O)O[*])C(=O)O,6.2179
[*]CCCCCCCNC(=O)c1ccc(C(=O)N[*])cc1,4.6365
[*]CCCCNC(=O)CCCCCCCC(=O)NCCCCNC(=O)C(=O)N[*],5.3591
[*]CCCCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O[*],6.0458
[*]CC(C)(CC)C(=O)O[*],6.6259
[*]OC([*])CCC(=O)OC,6.1873
[*]c1ccc(-c2ccc([*])c(CCCCCC)n2)nc1CCCCCC,3.9211
[*]C=CCCCCCC[*],5.8437
[*]CCNC(S1)=CC=C1[*],3.9675
[*]CCCCCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3c(Br)c2c1=O,3.5814
[*]CCCCCOC(=O)NCCSCCSCCNC(=O)O[*],5.3739
[*]NC(=S)NO[*],3.4611
[*]Oc1ccc(Oc2ccc(P(C)(=O)c3ccc([*])cc3)cc2)cc1,4.6613
[*]NC(C)CNC(=O)NC(CCCCNC([*])=O)C(=O)OC,5.7921
[*]c1ccc(C(C=CC)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,2.5577
[*]C=C(F)C(F)(F)C[*],5.7867
[*]OC1(C)CCC([*])CC1CCCCCCCC,5.4763
[*]C(=O)OC1CCC(OC(=O)N2CCN([*])CC2)CC1,5.8355
[*]C(=O)C(C=C1)=CC=C1C(S2)=CC=C2C(=S)[*],2.3592
[*]Oc1ccc(SSCCCCCCCCCCSSc2ccc([*])cc2)cc1,4.369
[*]CCCCOC(=O)CCCCCNC(=O)O[*],6.3358
[*]CCCCCCCCOC(=O)NCc1ccc(CNC(=O)O[*])cc1,5.5232
[*]NC(=O)C(=S)C(=O)[*],1.0075
[*]CCC(=O)OC(=O)CCc1ccc([*])s1,4.6241
[*]CC(CC)(CC)C(=O)O[*],6.089
[*]Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCCC)c(C([*])=O)cc2OCCCCCCCCCCCC)cc1,3.2519
[*]OP(=O)(Oc1ccccc1)Oc1c(Cl)c(Cl)c([*])c(Cl)c1Cl,4.5449
[*]COCC(C)O[*],6.2765
[*]C(=O)C(S1)=CC=C1C(=S)C(S2)=CC=C2[*],2.0759
[*]c1ccc([*])c(N(C)C)c1,4.5555
[*]OC1CCC(C2CCC(OC(=O)CCCCCCCCCC([*])=O)CC2)CC1,6.4908
[*]CCCCCCCCCNC(=O)NCCCCCCNC(=O)N[*],5.7131
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cc(C(C)(C)C)c(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc3C(C)(C)C)cc1)C2=O,2.2297
[*]CNC(=O)CCCCCCCCCCC(=O)N[*],6.1331
[*]C#Cc1sc(-c2sc([*])c3c2OCCO3)c2c1OCCO2,1.7209
[*]Oc1cccc2c(OC(=O)Oc3ccc(OC([*])=O)cc3)cccc12,4.0608
[*]c1cccc(-c2nc3cc(-c4ccc5oc([*])nc5c4)ccc3o2)c1,3.5152
[*]c1nc(-c2ccccc2)nc(N([*])C)n1,4.2966
[*]c1cc(C)c(-c2c(C)cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C)c(C)c1,3.1002
[*]CC(COc1ccc(-c2ccc(C#N)cc2)cc1)O[*],4.4378
[*]CC([*])C(=O)OCCCSCCC#N,5.408
[*]OC(COC(F)(C(F)(F)F)C(F)(F)F)C([*])COC(F)(C(F)(F)F)C(F)(F)F,6.5255
[*]NC(=O)C=CC(=O)Nc1nc([*])nc(N)n1,3.896
[*]CCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO[*],5.9383
[*]OC(COC([*])=O)COC(C)(C)C,6.0333
[*]CCCCNC(=O)CCCCCCCCCC(=O)N[*],5.9628
[*]CCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,4.2843
[*]OC(=O)OCCCCCCCCOC(=O)OC1COC2C([*])COC12,6.6539
[*]c1ccc(-c2ccc(-c3sc([*])c4c3OCCO4)s2)s1,1.3916
[*]NC(=O)C(=S)O[*],3.3593
[*]CCCCCCCCCCOC(=O)CCCC(=O)O[*],6.7292
[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2F)c(F)c1,2.7749
[*]c1cc(OCCOC)c([*])s1,1.6015
[*]c1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)c6ccccc56)cc4)cc3)cc2)cc1,3.2201
[*]CC(C)(C)COC(=O)NC(=O)c1cccc(C(=O)NC(=O)O[*])c1,4.9585
[*]CCCCCOC(=O)CCCCCNC(=O)O[*],6.3976
[*]Oc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4ccc(Oc5nc([*])nc(Sc6ccccc6)n5)cc4)cc3)cc2)cc1,3.8673
[*]C=Cc1csc(C=Cc2cccc([*])n2)c1CCCCCCCC,3.2647
[*]CCCOC(=O)CCCCCCCCCC(=O)O[*],6.7744
[*]NC(S1)=CC=C1NC(S2)=CC=C2[*],2.5847
[*]CCC(C)C([*])(C)C(=O)OC,6.5856
[*]OC(F)(F)C([*])(F)F,9.8627
[*]CCCCCCCCc1nnc([*])o1,6.3765
[*]NC(=O)NO[*],5.5354
[*]Cc1ccc(-c2ccc(CSC(=O)CCC(=O)S[*])cc2)cc1,4.7843
[*]c1sc([*])c([2H])c1[2H],1.6361
[*]CC1CC1COC(=O)NC1CC1NC(=O)O[*],6.5515
[*]CC(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3[*],3.4745
[*]CC([*])C(=O)OC1CCCCC1,6.0771
[*]OC(C)COC(=O)C1CCC(C([*])=O)CC1,6.3027
[*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC([*])=O)CC2)CC1,5.7012
[*]Cc1ccc(COC(=O)CCCCSCCCCC(=O)O[*])cc1,4.7687
[*]c1cccc(-c2nc3cc(-c4ccc5nc([*])c(-c6ccc7ccccc7c6)nc5c4)ccc3nc2-c2ccc3ccccc3c2)c1,3.0367
[*]CC(=O)CC(=O)[*],4.1544
[*]CC(=O)C(C=C1)=CC=C1C(=S)[*],2.7253
[*]C(=O)OC(=O)O[*],5.0987
[*]C(F)(F)C1(F)C(F)(F)C([*])(F)C(F)(F)C1(F)F,7.2142
[*]CCCCCCCCNC(=O)CCCCCCC(=O)N[*],5.7761
[*]CCCCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[*],5.3312
[*]CCCC(CCNC(=O)c1ccc(C(=O)N[*])cc1)C(C)C,4.6978
[*]OC(COCCOC)COC([*])=O,6.2142
[*]C(C)=C([*])CCC,5.0895
[*]CCCOC(=O)C1CCC(C(=O)O[*])CC1,6.703
[*]Nc1cc(C(c2ccc(O)c(NC(=O)c3ccc(C([*])=O)cc3)c2)(C(F)(F)F)C(F)(F)F)ccc1O,3.6515
[*]CCCCCCCCOC(=O)NCCCCCCNC(=O)O[*],6.1519
[*]c1ccc(Oc2cccc3c(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4)cccc23)cc1,1.8659
[*]CCCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],6.5795
[*]Oc1cccc2c(OC(=O)Oc3cccc(OC([*])=O)c3)cccc12,4.104
[*]CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3cccc(O[*])c3)cc2)cc1,4.725
[*]CCCCCOC(=O)CCC(C)CC(=O)O[*],6.7005
[*]CCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N[*],5.9644
[*]CCCCCCCCCCCCc1nc2ccc(-c3ccc4nc([*])oc4c3)cc2o1,4.1955
[*]CCCCCC([*])CCCCCCCCCCCCCC,6.895
[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1C=O,3.6677
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(-c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc3)cc1)C2=O,2.3242
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc3c(c1)C(=O)c1cc(N4C(=O)c5ccc([*])cc5C4=O)ccc1-3)C2=O,2.5033
[*]CCCCNC(=O)CCCCCCC(=O)NCCCCNC(=O)C(=O)N[*],4.7855
[*]CCCCCCCCC(=O)NCCCCCCNC(=O)CCCO[*],5.9837
[*]c1ccc(-c2ccc(-c3ccc([*])n3C)o2)o1,2.825
[*]CCCCCCOC(=O)SSC(=O)O[*],5.2035
[*]c1ccc(Oc2ccc(-c3cnc4ccc(-c5ccc6nc([*])cnc6c5)cc4n3)cc2)cc1,3.1515
[*]NC(CCC(=O)OCc1ccc(Cl)cc1)C([*])=O,5.2897
[*]C=CC1CC([*])C(C(=O)OC)C1C(=O)OC,5.0643
[*]CCCCCCCCCCCCO[*],6.2452
[*]NC(CCCCNC(=O)CCCCC([*])=O)C(=O)O,5.7987
[*]c1ccc(C)c(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,3.2404
[*]CC(COc1ccc(Cl)cc1)O[*],4.8901
[*]CC([*])(C#N)C(=O)OCC(C)C,6.6162
[*]c1sc([*])c(OCCCC)c1OC,3.2859
[*]CCCCCCNC(=O)NCCCNC(=O)N[*],5.6415
[*]CC(C)(C)O[*],5.2445
[*]CCN(CCOC(=O)c1cccc(C(=O)O[*])c1)c1ccccc1,3.0504
[*]CCC([2H])C([*])([2H])C,6.8414
[*]C(=O)NCCCCCCNC(=O)c1ccc([*])nc1,4.574
[*]Cc1cccc(CNC(=O)C2=C(C(=O)N[*])C3C=CC2C3)c1,3.5629
[*]Oc1ccc(-c2ccc(OC(=O)CCCCCCCCC([*])=O)cc2)cc1,4.5699
[*]C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)c(-c2ccccc2)c1,2.5898
[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1CC(=O)O,4.0481
[*]CCOC(=O)Nc1ccc(NC(=O)O[*])cc1,4.8391
[*]CCCCCc1nc2cc3sc([*])nc3cc2s1,4.2723
[*]CCOCCOCCOCCOCCOC(=O)CCSCCC(=O)O[*],5.3303
[*]CC([*])C(=O)O,6.7889
[*]c1ccc(-c2ccc(-c3cnc4cc(Oc5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,3.0165
[*]c1cc(CC)c([*])s1,2.3523
[*]CC(O)C(O)COC(=O)O[*],6.9702
[*]CCCCCCNC(=O)C(O)C(O)C(=O)N[*],5.8031
[*]c1cc(-c2ccccc2)c([*])s1,2.7439
[*]CC([*])C(=O)N(O)c1ccc(C)cc1,4.2873
[*]c1sc([*])c(OCCCCCCCCCCCCCCCC)c1C,3.676
[*]c1ccc(Cc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,2.775
[*]CC1CC([*])CN(c2nc(N)nc(N)n2)C1,5.1254
[*]CCCOC(=O)CCCC(=O)O[*],6.7627
[*]CCOCCOC(=O)CCCCCCCC(=O)O[*],6.5091
[*]C1CCC2C([*])CCC12,6.7514
[*]CCCCCCCC(=O)O[*],6.6609
[*]Oc1ccc(OC(=O)Oc2ccc(C([*])=O)cc2)cc1,4.5384
[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)cc(C(=O)OCCOc2ccc(C=CC(=O)c3ccccc3)cc2)c1,3.1709
C13C(C=[*])OC(C=[*])C1C(=O)N(C2=CC=C(C(F)(F)F)C=C2)C3=O,5.369
[*]C=CC=CCC[*],4.3008
[*]CCC(=O)C(=S)[*],3.2378
[*]CCC(=O)O[*],7.0337
[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OCC)cc1,5.0929
[*]CC(S1)=CC=C1C(S2)=CC=C2O[*],3.4793
[*]CCCCCCNC(=O)NCCCCNC(=O)N[*],5.3951
[*]CCCCCCCCCCCCCCCCCC(=O)N[*],6.0841
[*]Nc1ccc(Br)cc1-c1ccc(NC(=O)c2ccc(C([*])=O)cc2)cc1,3.4431
[*]CCNC(=O)C(OC)C(OC)C(=O)N[*],5.4257
[*]C([2H])([2H])C([*])([2H])C([2H])([2H])[2H],6.5181
[*]CCOCCOC(=O)CC(=O)O[*],6.2374
[*]CC(CC)O[*],5.7746
[*]OC(=C(C)C)C(C)(C)C([*])=O,4.7881
[*]CC([*])c1cc(OC)ccc1OC,3.8323
[*]NC(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)[*],2.813
[*]Oc1ccc(P(=O)(c2ccccc2)c2ccc([*])cc2)cc1,4.8858
[*]CCCCCc1nnc([*])o1,6.1707
[*]OC1C(C)(C)C([*])C1(C)C,5.3323
[*]c1ccc([*])c(C)n1,5.1183
[*]CCN([*])C(=O)c1c(F)cccc1F,4.4989
[*]c1ccc([*])c(OC)c1N,4.71
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,3.4906
[*]Cc1cccc([*])c1O,4.4656
[*]CCOCCOCCOC(=O)CCC(=O)O[*],6.2323
[*]C(C=C1)=CC=C1OC(=S)C(S2)=CC=C2[*],2.8495
[*]NC(CC([*])=O)C(=O)OCCOC,5.9247
[*]c1ccc2nc([*])oc2c1,3.8571
[*]c1cc(OCCCC)c([*])s1,3.0691
[*]CCCOC(=O)CC(=O)O[*],6.6256
[*]CC([*])C(=O)C(C)(C)C,5.3334
[*]Oc1ccc(OC([*])=O)cc1,5.1376
[*]CCCCCC([*])C,7.1803
[*]CC1CCC(CNC(=O)CCCCCCCCC(=O)N[*])CC1,5.7331
[*]Oc6ccc(C5(c3ccc(OC(=O)c2ccc(Oc1ccc(C([*])=O)cc1)cc2)cc3)OC(=O)c4ccccc45)cc6,4.0357
[*]C=C([*])c1cccc2ccccc12,0.8664
[*]CC(C)(CC)COC(=O)CCCCCCCCC(=O)O[*],6.7916
[*]c1nnc(C2CC3(CC([*])C3)C2)o1,6.0399
[*]CCCC1CCN(C(=O)Nc2ccc(Cc3ccc(NC(=O)N4CCC([*])CC4)cc3)cc2)CC1,4.6275
[*]C(C#N)=C([*])c1ccccc1,4.3452
[*]CCCCOC(=O)OCC1CCC(COC(=O)O[*])CC1,7.0222
[*]c1cc(C)c([*])s1,1.9299
[*]c1cc2sc3cc([*])sc3c2s1,1.8464
[*]C=CC(C)(C)C([*])(C)C,5.1816
[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,4.7564
[*]CC(=O)C(S1)=CC=C1O[*],3.7866
[*]CC(C)(CO[*])COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.4137
[*]CCCCCCSSCCCCSS[*],5.0908
[*]CCCCCCCC(=O)OC1COC([*])OC1,6.6422
[*]C1=CC2=NC([*])=CC2=N1,1.3051
[*]c1ccc(Oc2ccc(-c3cnc4cc(-c5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,3.1085
[*]CC(CCC)C(CCC)COC(=O)c1ccc(C(=O)O[*])cc1,4.734
[*]c1cc2cc([*])sc2s1,3.3358
[*]c1ccc(Oc2ccc(-c3nc4cc(-c5ccc6nc([*])c(-c7ccccc7)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,2.9993
[*]CC(CO[*])(CS(=O)(=O)CCC)CS(=O)(=O)CCC,4.6292
[*]CC([*])CC(C)C,6.7394
[*]Oc1ccc(C(=O)c2cccc(C(=O)c3ccc([*])cc3)c2)cc1,3.9576
[*]C(=O)C(=S)OC(=S)[*],2.6385
[*]NC1NN(C(C([*])O)(C(F)(F)F)C(O)(Cl)C2(F)OC(O)C(O)C2O)O1,5.0077
[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCC)C(=O)N[*],6.0328
