smiles,Egc
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,3.0171
[*]c1cc(COCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)c([*])s1,2.9654
[*]C(C=C1)=CC=C1C(=S)C(S2)=CC=C2C(S3)=CC=C3[*],2.1031
[*]O[Si](c1ccccc1)(c1ccccc1)c1cccc([*])c1,4.6928
[*]C(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3O[*],3.449
[*]CCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCO[*],6.0291
[*]C=CC1CC([*])C2CCCC12,5.6651
[*]CCCCCCNC(=O)CC(=O)N[*],5.7541
[*]CCCC1CCN(C(=O)Nc2ccc(Cc3ccc(NC(=O)N4CCC([*])CC4)cc3)cc2)CC1,4.6275
[*]c1ccc(-c2cc(CCCCCCBr)c([*])s2)s1,1.9133
[*]c1ccc(N(c2ccc(C#N)cc2)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,1.6108
[*]CC([*])c1ccc(Cl)c(C)c1,4.762
[*]CCCCCCCCOC(=O)CCCCCCC(=O)O[*],6.7527
[*]CCCCCCOC(=O)CCCCCCCC(=O)O[*],6.8043
[*]CCNC(=O)c1cccc(C(=O)N[*])c1,4.6889
[*]OC([*])C,6.9003
[*]OC(=C)CC([*])=O,5.0472
[*]CC1CCC(COC(=O)CCCCCCCCC(=O)O[*])CC1,6.7673
[*]CCCCOC(=O)Cc1ccc(CC(=O)O[*])cc1,5.4635
[*]C(=O)NCCCCCCCCNC(=O)c1cncc([*])c1,4.7551
[*]CC([*])c1cc(O)ccc1O,2.0107
[*]C(C)=C([*])CCC,5.0895
[*]C=CC(C)C([*])C(=O)OCC(C)C,5.4659
[*]c1ccc(-c2ccc(-c3sc([*])c4c3OCCO4)s2)s1,1.3916
[*]CCOC(=O)CCCCCCCCC(=O)O[*],6.8048
[*]c1ccc(-c2ccc([*])c(Cl)c2)cc1Cl,3.6381
[*]CC(C)C1COC2C(C(=O)OC(O)(C(F)(F)F)C(F)(F)C[*])CC12,6.2241
[*]c1ccc2c(c1)Cc1cc([*])ccc1-2,3.7772
[*]CCCC(C)CCC(=O)N[*],5.9091
[*]CC1CCC(COC(=O)CCCCCC(=O)O[*])CC1,6.6349
[*]c1ccc([*])n1C(=O)OCC,2.3493
[*]CC(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],3.0602
[*]C(=O)OC1=NCCN1[*],5.1364
[*]CC([*])C(=O)OCF,6.4866
[*]CC([*])C(=O)OCCSCC#N,5.2595
[*]CC([*])(F)C(=O)OCC(Cl)(Cl)Cl,6.1654
[*]c8ccc(C7(c4ccc(n3c(=O)c2cc1c(=O)n([*])c(=O)c1cc2c3=O)cc4)c5ccccc5c6ccccc67)cc8,2.1924
[*]CC(CBr)(CBr)COC(=O)CCCCC(=O)O[*],6.0899
[*]C(C=C1)=CC=C1C(=S)C(S2)=CC=C2C(=S)[*],2.0314
[*]C=Cc1ccc2c(c1)Sc1cc([*])ccc1N2CCCCCCCC,2.6367
[*]Cc1ccc(COC(=O)CC(=O)O[*])cc1,5.5783
[*]CC#CCOC(=O)CCCCCCCCCCC(=O)O[*],6.5433
[*]CCCCOC(=O)COCC(=O)O[*],6.6832
[*]NC(S1)=CC=C1C(C=C2)=CC=C2C(=S)[*],3.3567
[*]CCCCCCCCCCCNC(=O)CCCCC(=O)N[*],6.1376
[*]C=CC1CC([*])C2C(=O)N(c3ccccc3C)C(=O)C12,4.5629
[*]CCOC(=O)Nc1c(C)c(C)c(NC(=O)O[*])c(C)c1C,5.3419
[*]c1cccc(N2C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,3.2222
[*]OC(=O)OCCOCCOC(=O)OC1COC2C([*])COC12,6.7329
[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3C(C=C4)=CC=C4[*],2.5009
[*]C1C=C(CCCCCC)C([*])S1,4.7988
[*]C#CC(=C([*])c1ccccc1)c1ccccc1,0.8829
[*]CCOCCOCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],5.6975
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)CCC(C(C)(C)C)CC2)cc1,3.1462
[*]Oc1cccc2c(OC(=O)Oc3ccc(OC([*])=O)cc3C)cccc12,4.1043
[*]C1=NC2=CC([*])C=CC2=C1,3.2065
[*]CC([*])(C#N)C(=O)OC,6.7385
[*]CC([*])(C#N)C(=O)OCC,6.5171
[*]Cc1nc(-c2ccc(-c3csc([*])n3)cc2)cs1,3.8894
[*]CCC1CCC([*])C1,7.1099
[*]c1ccc(-c2ccc(-c3cnc4cc(Oc5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,3.0165
[*]c1cc(CCCCCCO[Si](C)(C)C)c([*])s1,2.5263
[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1CC(=O)O,4.0481
[*]CC([*])C(=O)OCC(F)(F)F,6.7005
[*]NC(CO)C([*])=O,5.2646
[*]CCCCCCOC(=O)CCC=CCCC(=O)O[*],5.9212
[*]C1(F)OC(C(F)(F)F)(C(F)(F)Cl)OC1([*])F,8.2297
[*]C(=O)Oc1ccc(OC(=O)N2CCN([*])CC2)cc1,5.2692
[*]c1ccc2c(c1)c1cc([*])ccc1n2CC,3.4703
[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)COCCOCC([*])=O)cc2)C(=O)OC)cc1,5.2022
[*]Nc1ccc(NC(=O)c2c(F)c(F)c(C([*])=O)c(F)c2F)cc1,3.3309
[*]Cc1ccc(CNC(C)=N[*])cc1,4.9237
[*]Nc1ccc(-c2ccc([*])cc2)c(C)c1,3.3791
[*]CCOC(=O)N(C)c1ccc(C)c(N(C)C(=O)O[*])c1,5.1683
[*]CC(C)(C)CS(=O)(=O)CC(C)(C)COC(=O)O[*],6.8436
[*]c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C([*])(C(F)(F)F)C(F)(F)F)cc4C3=O)c(O)cc1O)C2=O,2.7003
[*]CC([*])(C)C#N,7.6319
[*]Oc1ccc(C(C)(C)c2ccc(Oc3nc([*])nc(OC)n3)cc2)cc1,5.075
[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C([*])=O)cc3)c(C(C)C)c2)cc1C(C)C,3.2409
[*]c1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,1.639
[*]CC([*])OCCOc1ccc(C=C(C#N)C(=O)OC)cc1,3.1988
[*]C(=O)c1ccc2nc(-c3ccc(-c4cnc5cc([*])ccc5n4)cc3)cnc2c1,3.0578
[*]Oc1ccc(-c2ccc(OC(=O)CCCCCCCCC([*])=O)cc2)cc1,4.5699
[*]CCCCCCCCCCCNC(=O)c1ccc(C(=O)N[*])cc1,4.9311
[*]CCCCCCOC(=O)NCCSCCCCCCSCCNC(=O)O[*],5.4367
[*]C(=O)CCCCCCCCC(=O)N1CC(C)N([*])CC1C,5.7455
[*]OC([*])CCl,7.2522
[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1C,3.5517
[*]C=C([*])CO,4.3592
[*]Nc1nc(Nn2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)nc(N(CC)CC)n1,2.6124
[*]Oc1ccc(C(=O)Nc2cc(NC(=O)c3ccc([*])cc3)cc(-c3nc4ccccc4[nH]3)c2)cc1,3.5407
[*]C=CC(C)=C(C)C=Cc1ccc(-c2ccc([*])s2)s1,1.5733
[*]CCOC(=O)Nc1cccc2c(NC(=O)O[*])cccc12,3.9352
[*]CCCC(CCNC(=O)c1ccc(C(=O)N[*])cc1)C(C)C,4.6978
[*]C=Cc1ccc(-c2ccc(C=Cc3cc([*])ncn3)cc2)cc1,2.7379
[*]CC(CCl)(CO[*])COC(C)=O,6.4853
[*]C=c1ccc(=c2ccc(=Cc3ccc(-c4ccc([*])s4)s3)s2)s1,0.8337
[*]C(C=C1)=CC=C1OC(S2)=CC=C2O[*],4.6798
[*]c1ccc(-c2ccc3[nH]c(-c4nc5cc([*])ccc5[nH]4)nc3c2)cc1,3.3322
[*]CCCCCCC(=O)NCCCCCCNC(=O)CCCCCCO[*],5.7692
[*]CCCC(C=C1)=CC=C1[*],4.9932
[*]CCCCCCCCCCNC(=O)C(C)=C(C)C(=O)N[*],4.9889
[*]CCCP(CCCNC(=O)C(=O)N[*])c1ccccc1,4.5841
[*]Oc1ccc2ccccc2c1N=Nc1ccc(C([*])=O)cc1,2.8394
[*]C(F)(F)C(=S)C(F)(F)O[*],2.9412
[*]OS(=O)(=O)c1cc(C)c([*])c(C)c1,4.7278
[*]Oc1ccc(SSCCCCSSc2ccc([*])cc2)cc1,4.3465
[*]c1ccc2c(c1)SC1(CCC3(CC1)Nc1ccc([*])cc1S3)N2,3.8947
[*]CCOCCOC(=O)CCSCCC(=O)O[*],5.4283
[*]CC1CC([*])C(=O)OC1=O,6.1563
[*]CC(C1=CC=CC=N1)CC(C2=CC=CC=N2)CC(C3=CC=CC=N3)[*],5.3668
[*]c1cccc2c(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cccc12,2.5506
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cc4ccccc4cc3Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,2.3398
[*]CC(=O)C1CCC([*])C1=O,4.8874
[*]N=P([*])(OCCC(=O)C=C)OCCC(=O)C=C,3.9384
[*]C=CCCCCCCCCCC(Cl)CCCCCCCCC[*],5.874
[*]C(F)(F)CC(F)(F)C(=S)[*],2.8419
[*]NC(CC([*])=O)C(=O)OCC(C)C,6.1208
[*]CCCCCCCCNC(=O)CCC(=O)N[*],5.9696
[*]CC(=O)OCCCCCCOC(=O)Cn1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,3.6832
[*]c1ccc(-c2ccc3nc(Oc4cc(-c5ccccc5)c5cc([*])ccc5n4)cc(-c4ccccc4)c3c2)cc1,3.4645
[*]c1ccc(N2C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,3.066
[*]NNC(=O)CCCCCCCCC([*])=O,6.0464
[*]c1cc(OCCOCCOC)c(-c2sc([*])c3c2OCCO3)s1,2.2046
[*]CCCCCCCCCCC(Cl)C([*])Cl,7.2165
[*]OP(=O)(Oc1ccc([*])cc1)OC1CCCCC1,5.2577
[*]NC(C)(C)CC([*])=O,5.5484
[*]NC(CCCCNC(=O)NCCCNC([*])=O)C(=O)OC,5.6996
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)c3)cc1)C2=O,2.514
[*]c1sc(-c2cc(OCCCCC)c([*])s2)cc1OCCCCC,1.2005
[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C#Cc3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)c1)C2=O,2.4849
[*]CCCCCCCCCCOC(=O)c1cccc(C(=O)O[*])c1,5.173
[*]CCCCCCOC(=O)OCCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O[*])cc2)cc1,4.3438
[*]CCCCCCNC(=O)CCCCCCCCC(=O)N[*],6.0268
[*]NC(CCCNC(=O)c1ccc(Cl)cc1)C([*])=O,3.4369
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,2.7406
[*]c1cc(CCCCCCCCCCCCCCC)c([*])s1,2.922
[*]C1OC(C(F)(F)F)(C(F)(F)F)OC1([*])F,8.2782
[*]CCCCCCOCO[*],6.7419
[*]OC(CCCCC)CC([*])=O,6.5462
[*]C(S1)=CC=C1OC(=S)O[*],3.5737
[*]C(C=C1)=CC=C1OC(=S)O[*],4.7568
[*]C=CC1CC([*])C(C(=O)OC)C1C(=O)OC,5.0643
[*]CC(C)CCCCC(=O)N[*],6.0272
[*]CC(=S)C(C=C1)=CC=C1N[*],2.6292
[*]CC([*])c1cccc2c1OCO2,4.5452
[*]C1C2CC(=CC)C(C2)C1[*],5.1841
[*]c1cc(CCCC)c([*])s1,2.5394
[*]C(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)cc2)cc1,3.3421
[*]OC1C(C)(C)C(OC(=O)c2ccc(C([*])=O)cc2)C1(C)C,4.7185
[*]CCCCCNC(=O)N[*],5.6754
[*]c1ccc(C(C#N)(C(=O)O)C([*])(C#N)C(=O)O)cc1,5.2415
[*]CC(=O)C(S1)=CC=C1C(S2)=CC=C2[*],2.8653
[*]CCCCCCCCCCCCCCCc1nnc([*])o1,6.3716
[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1CBr,3.6235
[*]Oc1ccc(CCNC(=O)c2cccc(C([*])=O)c2)cc1,4.1401
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4(c5ccc([*])cc5)c5ccccc5-c5ccccc54)cc3)cc2)cc1,4.0393
[*]C#Cc1cc(CCCCCC)c([*])s1,1.5751
[*]c1ccc([*])nn1,3.3251
[*]NC(C=C1)=CC=C1NO[*],3.151
[*]Oc1ccc(C2(c3ccc(OC([*])=O)c(Cl)c3)CCCCC2)cc1Cl,4.9504
[*]CC(CC)(C(=O)O[*])c1ccccc1,5.327
[*]c1ccc([*])n1C(=O)NO,2.5384
[*]Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3ccc(C([*])=O)cc3)c(C)c2)cc1C,3.2111
[*]OS(=O)(=O)c1ccc([*])cc1,4.9308
[*]c1ccc(Oc2ccc(-c3csc(-c4nc([*])cs4)n3)cc2)cc1,3.5312
[*]OC(=O)c1ccc(CCCCCCc2ccc(C([*])=O)cc2)cc1,4.5994
[*]OC(=O)OCCOCCOCCOC(=O)OC1COC2C([*])COC12,6.4799
[*]c1ccc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c(C)c1,2.9393
[*]CC(C)(C)COC(=O)NCCOCCOCCNC(=O)O[*],5.7915
[*]Nc1cnc([*])c(O)c1,3.3471
[*]NC1CC(CCC([*])=O)C1(C)C,5.7546
[*]c1cc(SCCCCCCCCCCCC)c([*])s1,1.5021
[*]Cc1ccc(C(=O)N[*])cc1,5.0419
[*]NC(C=C1)=CC=C1OC(C=C2)=CC=C2[*],3.6519
[*]C(F)(F)C(C=C1)=CC=C1C(F)(F)C(=S)[*],2.6791
[*]CC([*])(C)C(=O)OC,6.5972
[*]CCCCCc1nnc([*])o1,6.1707
[*]CC(S1)=CC=C1NO[*],3.7984
[*]Oc1ccc(Oc2ccc(C=NCCCCN=Cc3ccc([*])cc3)cc2)cc1,4.1246
[*]C=Cc1cc(OC)c([*])cc1Br,1.9302
[*]Oc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CCC5C6)cc4)cc3)cc(C(C)(C)C)c2)cc1,3.5452
[*]C#Cc1ccc([*])s1,1.6499
[*]c1ccc(C(=O)c2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,3.1782
[*]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ncc([*])s6)c(=O)c5cc4c3=O)cc2)cc1,1.9001
[*]OC(C)C(=O)OCC([*])=O,5.9109
[*]c1ccc2c(c1)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc([*])ccc1-2,3.8505
[*]CC(C)(C)COC(=O)NCCCC(CCNC(=O)O[*])OC,6.1723
[*]c1ccc(-c2ccc([Si](C)(C)c3ccc([*])s3)s2)cc1,3.5832
[*]CC([*])(C)C(=O)OCC(=O)N1CCCC1,5.0881
[*]C=Cc1cc(CCCCCCCCCC)c(C=Cc2ccc([*])cc2)cc1CCCCCCCCCC,3.3187
[*]CCC(=O)OC(=O)CCC1CCC([*])O1,5.5098
[*]c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N([*])C8=O)cc6C5=O)c4)cc3)cc2)c1,2.9006
[*]CC(C)(CCl)O[*],5.7953
[*]CCC(=O)OCCOC(=O)CCN1CCN([*])CC1,5.0863
[*]CC([*])C(=O)Oc1ccc(OC)cc1,4.4447
[*]CC(CC([*])(C#N)C#N)c1ccc(CCl)cc1,5.4178
[*]C(=O)NCCCCCCNC(=O)c1ccc([*])o1,4.6438
[*]OC1CCC(OC(=O)CCCCCCC([*])=O)CC1,6.6443
[*]CC([*])c1nc(N)nc(N)n1,5.2767
[*]C(C#N)=C(C#N)n1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,3.4736
[*]C(=O)Nc1cccc(NC(=O)c2cccc(NC(=O)c3ccc(-c4nc5cc([*])ccc5[nH]4)cc3)c2)c1,3.3084
[*]COC1CC2CC(O[*])C1C2,5.9517
[*]N=c1c(=Nc2ccc([*])cc2)c2cccc3cccc1c32,2.1929
[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,5.6034
[*]CC([*])c1cccc(C)n1,5.0497
[*]Oc1ccc(C(=O)NCCCCCCCCCCCCNC(=O)c2ccc([*])cc2)cc1,4.4794
[*]CCCCCCNC(=O)CCCCC(=O)NCC(=O)N[*],5.8188
[*]Oc1cccc2c(OC3(F)C([*])(F)C(F)(F)C3(F)F)cccc12,3.9081
[*]CCOC(=O)NCCSCCSCCNC(=O)O[*],5.2808
[*]C=C1CCCCC(=Cc2ccc(Sc3ccc([*])o3)o2)C1=O,2.9583
[*]CCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N[*],5.992
[*]CCCCCCCc1nc2ccc(-c3ccc4nc([*])oc4c3)cc2o1,4.0726
[*]Nc1ccc(NC(=S)NC(=O)c2cccc(C(=O)NC([*])=S)c2)cc1,3.3129
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3C)c(C)c1)C2=O,2.8033
[*]c1ccc(Oc2ccc(-c3cnc4cc5ncc([*])nc5cc4n3)cc2)cc1,2.782
[*]CC([*])(C)C(=O)Nc1cccc(-c2nnc(-c3ccccc3)o2)c1,3.5944
[*]CCCCCCCCCOC(=O)c1ccc2cc(C(=O)O[*])ccc2c1,3.7681
[*]C=CCC(C)(CC[*])C(=O)OC,5.4945
[*]CCC(S1)=CC=C1O[*],4.8828
[*]CC1CC([*])CC(O)C1,6.4795
[*]Oc8ccc(C7(c5ccc(OC(=O)c4ccc(C3(c1ccc(C([*])=O)cc1)OC(=O)c2ccccc23)cc4)cc5)OC(=O)c6ccccc67)cc8,4.0362
[*]CCCCCCC(=O)NCCCCCCNC(=O)CCCO[*],5.9827
[*]CC(=O)CC(=O)[*],4.1544
[*]c1ccc(-c2ccc([*])n2C#Cc2ccc(CCCCCC)cc2)s1,2.5339
[*]Oc1ccc(OC([*])=O)cc1,5.1376
[*]C=CC1=C(O)C(O)=C([*])C1,1.3796
[*]CCNC(=O)CCCCCCCCC(=O)N[*],5.9828
