smiles,Egc
[*]c1ccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc(-n5c(=O)c6sc7c(=O)n([*])c(=O)c7sc6c5=O)cc4)cc3)cc2)cc1,1.2847
[*]CC([*])(C)C(=O)OCC1CCCO1,5.5918
[*]C([*])O,6.4482
[*]CNC(=O)NCOC(=O)NCCCCCCNC(=O)O[*],6.3471
[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)cc(C(=O)OCCOc2ccc(C=CC(=O)c3ccccc3)cc2)c1,3.1709
[*]CCC1CC([*])C2C3CC(CC)C(C3)C12,6.6502
[*]Oc1ccc(Oc2ccc(NC(=C(C#N)C#N)c3ccc(-c4ccc(-c5ccc(C(Nc6ccc([*])cc6)=C(C#N)C#N)cc5)cc4)cc3)cc2)cc1,3.2228
[*]C(=O)OC(C=C1)=CC=C1C(=S)[*],2.9816
[*]CC([*])C(=O)c1ccc(Br)cc1,1.5897
[*]C=Nc1ccc(N=Cc2ccc(Sc3ccc([*])o3)o2)cc1,2.5795
[*]CCCC(=O)N[*],5.5236
[*]Oc1c(Br)cc([*])cc1Br,4.3885
[*]c1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)c2)cc1,2.46
[*]c1ccc(-c2ccc(-c3nc4ccc(Oc5ccc6nc([*])c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,3.3136
[*]C([*])(C#N)C#N,4.3364
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3Br)c(Br)c1)C2=O,2.6114
[*]CCCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],6.5795
[*]CCCCCCCCCO[*],6.1351
[*]CC([*])(C)C(=O)OCCCCCC,6.4509
[*]CC(CS(=O)(=O)CCC)O[*],6.0251
[*]CCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCCO[*],5.9843
[*]CCCCCCCC(=O)O[*],6.6609
[*]CCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],6.2098
[*]C=C([*])c1ccc([N+](=O)[O-])cc1,0.7984
[*]CCCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O[*],6.544
[*]C1CC2C3CC4C(C3[*])C24C1,5.9559
[*]Oc1cccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4cccc(Oc5nc([*])nc(Sc6ccccc6)n5)c4)cc3)cc2)c1,3.9202
[*]N=Nc1ccc(-c2ccc([*])c(C)c2)cc1C,2.1369
[*]c1ccc(-c2ccc(-c3cc(SCCCC)c([*])s3)cc2)cc1,2.8499
[*]CCCCCNC(=S)N[*],4.4944
[*]CCCCCCCCCOC(=O)c1ccc2cc(C(=O)O[*])ccc2c1,3.7681
[*]CNC(=S)N[*],4.2179
[*]CC([*])c1cc(Br)ccc1OCC,4.458
[*]Nc1c(Br)cc([*])cc1Br,4.3604
[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CCCCCC2)cc1,4.9619
[*]c1ccc(C2C(c3ccccn3)C([*])C2c2ccccn2)cc1,4.1962
[*]Nc6ccc(C5(c3ccc(NC(=O)Cc2ccc(Oc1ccc(C([*])=O)cc1)cc2)cc3)OC(=O)c4ccccc45)cc6,4.1183
[*]c1cn([*])c2ccccc12,4.1935
[*]C(=O)OC(S1)=CC=C1O[*],4.2235
[*]CCCOC(=O)Nc1cc(NC(=O)O[*])ccc1C,5.0413
[*]Oc1ccc(OC(=O)Oc2ccc(OC([*])=O)cc2)cc1C,5.0353
[*]CCOC(=O)CCCCCC(=O)O[*],6.8822
[*]CCC1CN(C(C)(C)C)C(=O)C1[*],5.4772
[*]CC([*])C(=O)OCC(F)(F)C(F)(F)OC(F)(F)F,6.5517
[*]Oc1ccc(C(c2ccccc2)c2ccc(OC([*])=O)cc2C)c(C)c1,4.7259
[*]C(F)(F)C(S1)=CC=C1C(F)(F)C(S2)=CC=C2[*],3.3802
[*]CC1CC1COC(=O)c1cccc(C(=O)O[*])c1,5.0466
[*]Oc1ccc(C(=O)Nc2cc(NC(=O)c3ccc([*])cc3)cc(-c3nc4ccccc4[nH]3)c2)cc1,3.5407
[*]c1ccc(C(c2ccc(-c3nc4ccc(-c5ccc6nc([*])oc6c5)cc4o3)cc2)(C(F)(F)F)C(F)(F)F)cc1,3.2022
[*]Nc1ccc([*])cc1OCCCCCCCCCCCC,3.5203
[*]CC([*])C(=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,3.0723
[*]C(=O)Oc1ccc2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)cc2c1,2.5688
[*]c1cc([*])c(O)c(C=Nc2ccc(C(=O)O)cc2)c1,2.8212
[*]CC([*])C(=O)NCCO,4.8564
[*]c1ccc2c(c1)c1cc([*])ccc1n2CC(=O)OCC,3.5868
[*]NNC(=O)c1cccc(C([*])=O)c1,5.0927
[*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC([*])=O)CC2)CC1,5.7012
[*]CC([*])OCc1ccccc1,5.0639
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)CC(CC(=O)O[*])C(F)(F)C(F)(F)C(F)(F)F,6.6602
[*]C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5s4)cc(N4C(=O)c5ccc([*])cc5C4=O)c2)C3=O)cc1,2.886
[*]CCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N[*],5.895
[*]CCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],5.6607
[*]C=CC(C[*])OC,5.0501
[*]Oc1ccc(CC([*])=O)cc1,4.8618
[*]CC([*])c1ccc(C(=O)OCCCCCC)cc1,4.7078
[*]NC(=S)C(C=C1)=CC=C1C(=S)[*],1.0444
[*]Oc1ccc(CCNC(=O)c2cccc(C([*])=O)c2)cc1,4.1401
[*]c1cc(OCC(=O)C23CC4CC(CC(C4)C2)C3)c([*])cc1OC,4.0135
[*]CCN([*])C(=O)Cc1ccc(C(F)(F)F)cc1,4.9047
[*]c1sc([*])c2c1OCC(CCCCCC)O2,3.3322
[*]OC([*])CCCCC,6.039
[*]NNC(=O)c1ccc(C(=O)NNC(=S)c2cccc(C([*])=S)c2)cc1,3.5899
[*]CCCCCCCCCNC(=O)c1cccc(C(=O)N[*])c1,4.9596
[*]Nc1nc([*])nc(Cl)n1,4.4996
[*]CCNC(=O)C(OC)C(OC)C(=O)N[*],5.4257
[*]CCCCCCCCCCCCCCCCCC(=O)N[*],6.0841
[*]CCCCCCCCCCOC(=O)CC(C)C(=O)O[*],6.5777
[*]CCCC([*])Cl,6.9806
[*]CCCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],5.8625
[*]CCOCCOC(=O)CCSCCC(=O)O[*],5.4283
[*]CCCCCC([*])CCCCCCCCCCCCCC,6.895
[*]c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccccc5)c5cc(-c6ccc7nc([*])cc(-c8ccccc8)c7c6)ccc5n4)cc3)cc2)cc1,3.1981
[*]Nc1ccc([*])cc1O,3.4121
[*]C(Cl)=C(c1ccccc1)c1ccc([*])cc1,2.8757
[*]c1cnc([*])s1,1.8999
[*]N=Cc1ccc(-c2ccc(C=Nc3ccc4c(c3)c3cc([*])ccc3n4CCCC)s2)s1,2.8673
[*]NC(S1)=CC=C1C(=O)C(=S)[*],2.1167
[*]CC([*])c1nc(C)nc(C)n1,5.2445
[*]C=Cc1cc(OCC)c([*])cc1OCC,4.2145
[*]CCCCCCCC(=O)OC1COC([*])OC1,6.6422
[*]CC([*])N1CCCC1=O,5.4797
[*]c1ccc(-c2ccc3[nH]c(-c4nc5cc([*])ccc5[nH]4)nc3c2)cc1,3.3322
[*]CCCC(Cl)C([*])Cl,6.8622
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C([*])(F)F)cc5C4=O)cc3)cc1)C2=O,2.6011
[*]CS(=O)(=O)C1CC([*])C[N+](C)(C)C1,0.1093
[*]CCCCCc1nnc([*])o1,6.1707
[*]CCOC(=O)C(=O)O[*],6.5784
[*]C=C([*])C(C)=O,3.9542
[*]C=C([*])c1ccc(C#C)cc1,0.2378
[*]C(C=C1)=CC=C1OC(=S)O[*],4.7568
[*]Nc1c(F)c(F)c(-c2ccc3cc(-c4ccc5c(c4)C(=O)N(c4cccc([*])c4)C5=O)ccc3c2)c(F)c1F,2.918
[*]CC(C)(CO[*])COCC(F)(F)F,5.3043
[*]CC(C)(C)COC(=O)C1CCC(C(=O)O[*])CC1,6.6144
[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)SCCCSC([*])=O)cc2)cc1,4.8294
[*]CCCCCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],5.6445
[*]CC(O)CN([*])c1ccc(N=Nc2ccc(C(=O)O)cc2)cc1,2.4267
[*]CCCCCCOC(=O)CCCC(=O)O[*],6.6665
[*]C(F)(F)C(F)(F)C(=O)C(S1)=CC=C1[*],3.8794
[*]CC(CBr)O[*],6.2128
[*]c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N([*])C8=O)cc6C5=O)c4)cc3)cc2)c1,2.9006
[*]C(=O)c1cccc(C(=O)N2COCN2[*])c1,4.5807
[*]CCCC(C)(C)CNC(=O)CCCCCCCCC(=O)N[*],5.8198
[*]c1ccc2c(c1)Cc1cc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)ccc1-2,2.1333
[*]CCCCCCCCC(=O)NCCCCCCNC(=O)CCCCCCCCO[*],5.8982
[*]c1ccc(-c2nc3cc(-c4ccc5nc([*])c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,2.983
[*]CC(=O)NCCCCCCNC(=O)COc1ccc(O[*])cc1,4.6023
[*]C(=O)OC1=NCCN1[*],5.1364
[*]CC(=O)NCCCCCCNC(=O)COC(=O)CCCCCCC(=O)O[*],5.9354
[*]C(F)(F)C([*])(F)OC(F)(F)C(F)(F)F,8.7447
[*]c1cc2c(s1)-c1sc(-c3sc(-c4sc([*])c5c4OCCO5)c4c3OCCO4)cc1C2=C(C#N)C#N,0.9952
[*]CCCCCCNC(=O)CCCCCCCCCCC(=O)N[*],5.7224
[*]C(=O)NCCCCCCCCCCNC(=O)c1ccc([*])nc1,4.5311
[*]c1ccc(-c2ccc(-c3ccc(-c4ccc([*])n4CCCCCCCCCCCC)s3)s2)s1,2.1465
[*]CCCCCCCCCC[n+]1ccc(-c2cc[n+]([*])cc2)cc1,2.5264
[*]CC([*])(C#N)C(=O)OCC,6.5171
[*]CC([*])(C)C(=O)OCC,6.4148
[*]OP(=O)(Oc1ccccc1)Oc1ccc(-c2ccc([*])cc2)cc1,4.631
[*]CCOCCOC(=O)c1cccc(C(=O)O[*])c1,4.8122
[*]CCCCCCNC(=O)C(O)C(O)C(=O)N[*],5.8031
[*]C(F)(F)C(F)(F)C(S1)=CC=C1O[*],4.1725
[*]NC(c1ccccc1)C(C)(C)C([*])=O,5.5513
[*]C(=O)Nc1cccc(C=CC(=O)C=Cc2cccc(NC(=O)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)c2)c1,3.0227
[*]CCCCCC(=O)NCc1ccc(CNC(=O)CCCCO[*])cc1,5.142
[*]Cc1cccc(CN(C)C(=O)CCCCC(=O)N([*])C)c1,5.4868
[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3O[*],3.9661
[*]CCCC([*])C,7.1052
[*]CCCCCCCCCCCCNC(=O)C(OC)C(OC)C(=O)N[*],5.7132
[*]Oc1ccc(C(=O)CCCCC(=O)c2ccc(OC([*])=O)cc2)cc1,4.6051
[*]N=Nc1ccc(NC(=O)CCC(=O)Nc2ccc([*])cc2)cc1,2.9351
[*]Oc1ccc(C(=O)NCC(C)(C)CCCNC(=O)c2ccc([*])cc2)cc1,4.7683
[*]CCCCCCCCCOc1ccc(C=CC=Cc2ccc(O[*])c(C)c2)cc1C,3.4115
[*]Cc1ccc(CO[*])cc1,4.9575
[*]CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCC(=O)O[*],5.3773
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,2.5757
[*]OP(=O)(Oc1ccc(-c2ccc([*])cc2)cc1)OC1CCCCC1,4.479
[*]CCOC(=O)NC1CCC(NC(=O)O[*])CC1,6.3209
[*]CCOCC(=O)O[*],5.8983
[*]Oc1ccc(N=CNc2ccc([*])cc2)cc1,3.7365
[*]CCOC(=O)c1ccc(O[*])c(C)c1,4.4876
[*]Nc6ccc(C5(c2ccc(NC(=O)c1ccc(C([*])=O)cc1)cc2)c3ccccc3C(=O)c4ccccc45)cc6,3.2678
[*]CCCCCCNC(=O)CCCCC(=O)NCCCCCCNC(=O)C(=O)N[*],5.2635
[*]CCCCc1nc(-c2ccc(-c3csc([*])n3)cc2)cs1,3.7312
[*]CC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C#N)(C#N)[*],6.4897
[*]CCCCCCNC(=O)C1CC1(C)C(=O)N[*],6.1739
[*]CCC(C)O[Si](C)(C)O[*],6.1806
[*]c1ccc([*])nn1,3.3251
[*]Oc1ccc(Oc2ccc(Oc3cccc([*])n3)cc2)cc1,4.1433
[*]c1ccc(Oc2cccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)c2)cc1,2.3531
[*]CC(=O)NCC(=O)O[*],6.011
[*]CC([*])c1ccc(F)cc1,2.0489
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C=Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,2.0593
[*]CCCCOc1ccc(C(=O)OC(=O)c2ccc(O[*])cc2)cc1,4.2843
[*]C=Cc1cc(CCCCCC)c([*])s1,3.5808
[*]CCCCCCCCCCCCNC(=O)NCCCCCCCCCCNC(=O)N[*],5.6621
[*]OC(C)COC(=O)CCCC([*])=O,6.7519
[*]CCCCCCCCCNC(=O)CCC=CCCC(=O)N[*],5.6551
[*]OC(=O)Oc1cccc(OC(=O)OC2CC3CC([*])CC(C2)O3)c1,5.8268
[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)[*],2.9595
[*]CCCCCCCCCCCCCCCCCCCCCC(=O)N[*],5.9891
[*]CC(C)(CO[*])COCCC#N,5.387
[*]C(I)=C([*])I,3.8335
[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.2833
[*]C(F)(F)C(C=C1)=CC=C1C(F)(F)O[*],4.9933
[*]CC(CC([*])(C#N)C#N)c1ccc(CCl)cc1,5.4178
[*]c1ccc(-c2ccc3nc([*])cc(-c4ccccc4)c3c2)cc1,2.9209
[*]CCCCCNC(=O)CCCCCCOCCCCCCC(=O)NCCCCCO[*],5.8389
[*]CC([*])c1cc(Br)ccc1OC(C)C,4.6199
[*]CCCCCCCCCCOC(=O)NCc1ccc(CNC(=O)O[*])cc1,5.628
[*]c1ccc(-c2nc3cc4sc([*])nc4cc3s2)cc1,3.1122
[*]CCOC(=O)Nc1cccc(NC(=O)O[*])c1,5.098
[*]C1C2CCC(C2)C1[*],6.1739
[*]c1sc([*])c(OCCCC)c1C,2.2732
[*]CCCCCCCCCNC(=O)N[*],5.822
[*]CCCCCCCCCCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,5.0994
