smiles,Egc
[*]CC(CO[*])(CS(=O)(=O)CC)CS(=O)(=O)CC,5.0473
[*]C(C=C1)=CC=C1C(S2)=CC=C2OC(S3)=CC=C3[*],3.0679
[*]c1cc(CCOCCOC)c([*])[nH]1,2.8631
[*]CC([*])(C)C(=O)OC1(C)CCOC(=O)C1,6.0808
[*]C=C([*])C(C)=O,3.9542
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,3.3541
[*]C1=NC2=CC([*])C=CC2=C1,3.2065
[*]CCCCCOC(=O)C(=O)O[*],5.5658
[*]OC1CCC(OC(=O)OCCCCCCCOC([*])=O)CC1,7.2009
[*]CC([*])C(=O)OCCO,6.417
[*]CC(CCCCCC)O[*],5.8686
C13C(C=[*])OC(C=[*])C1C(=O)N(C2=CC=C(C(F)(F)F)C=C2)C3=O,5.369
[*]c1ccc(-c2ccc3nc(Oc4cc(-c5ccccc5)c5cc([*])ccc5n4)cc(-c4ccccc4)c3c2)cc1,3.4645
[*]Oc1c(C)cc(-c2cc(C)c(OC(=O)CCCCCC([*])=O)c(C)c2)cc1C,4.7241
[*]C1CC2CC1C([*])C2CCCC,6.1498
[*]CNCC(=S)[*],3.4106
[*]CC(C)(CC)C(=O)N[*],5.7057
[*]CCOCCOC(=O)NCCNC(=O)O[*],6.3071
[*]CC(CCCCCCCCCCCC)COC(=O)NC(=O)c1cccc(C(=O)NC(=O)O[*])c1,4.8491
[*]CCCN([*])C=O,5.9715
[*]c1sc(-c2sc(-c3sc([*])c4nccnc34)c3c2OC(CCCCCC)CO3)c2c1OCC(CCCCCC)O2,1.6167
[*]CCCNC(=O)c1cccc(C(=O)N[*])c1,4.8185
[*]CC(C)(C)COC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])c(C)c2)cc1C,4.5157
[*]CCOCCOCCOC(=O)c1ccccc1C(=O)O[*],4.8493
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)c3cccc(C(=O)c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)c3)cc1)C2=O,2.9294
[*]CCOCCOC(=O)CCCCCCCCC(=O)O[*],6.493
[*]CC(O)COc1ccc(C(C)(C)c2ccc(O[*])c(Cl)c2)cc1Cl,4.6702
[*]COC(=S)O[*],4.8041
[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)O[*],7.7624
[*]c1ccc(-c2cnc3ccc(Oc4ccc5ncc([*])nc5c4)cc3n2)cc1,3.3633
[*]c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-n6c(=O)c7cc8c(=O)n([*])c(=O)c8cc7c6=O)cc5)cc4)c3)cc2)cc1,2.3756
[*]c1ccc(Oc2ccc(-c3cnc4cc(Oc5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,3.1068
[*]N=P([*])(Cl)Cl,3.9556
[*]c1ccc(Oc2ccc(-c3cc(-c4ccccc4)c4cc5nc([*])cc(-c6ccccc6)c5cc4n3)cc2)cc1,2.7429
[*]C(C#N)C(C#N)(C#N)[*],6.5693
[*]c1ccc(C(=O)c2ccc(C(=O)c3ccc(Oc4ccc(-c5nn([*])c(=O)c6ccccc56)c(F)c4)cc3)cc2)cc1,3.3441
[*]CCOCCOCCOC(=O)CC(=O)O[*],5.6203
[*]Oc1cccc(OC(=O)c2cccc(C([*])=O)c2)c1,4.1279
[*]Oc1ccc(S(=O)(=O)c2ccc([*])cc2)cc1,4.3172
[*]Oc1ccc(SSCCCCCCCCCCSSc2ccc([*])cc2)cc1,4.369
[*]CCCCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO[*],5.4741
[*]CCOC(=O)CCCCC(=O)O[*],6.7259
[*]c1cc(-c2nc3ccccc3o2)cc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c1,2.4745
[*]Nc1ccc(-c2ccc(Nc3ccc4c(c3)c3cc([*])ccc3n4CC(CC)CCCC)cc2)cc1,3.3558
[*]Nc6ccc(C5(c3ccc(NC(=O)Cc2ccc(Oc1ccc(C([*])=O)cc1)cc2)cc3)OC(=O)c4ccccc45)cc6,4.1183
[*]Nc1ccccc1NC(=O)c1cccc(C([*])=O)c1,3.6159
[*]C=CCCCCCCCC[*],5.8277
[*]CC([*])(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,6.4283
[*]CC(=O)C(S1)=CC=C1C(C=C2)=CC=C2[*],3.4067
[*]C(F)(F)C(F)(F)C(S1)=CC=C1C(=S)[*],2.5306
[*]OC(C)C([*])C,5.7581
[*]c1nc(C)nc(N([*])C)n1,4.4288
[*]N=Cc1ccc(C=Nc2sc([*])c(C#N)c2C#N)cc1,1.5066
[*]CCCCCCCCCCNC(=O)CCCCCCCC(=O)N[*],5.9559
[*]CC(COc1ccc(-c2ccc(C#N)cc2)cc1)O[*],4.4378
[*]CC(C)(C)COC(=O)C1CCC(C(=O)O[*])CC1,6.6144
[*]Oc1cccc(Oc2ccc3c(=O)n4c5cc(Oc6ccc7c(c6)nc6c8ccc([*])c9cccc(c(=O)n76)c98)ccc5nc4c4cccc2c34)c1,2.6185
[*]Oc1ccc(S(=O)c2ccc(OC([*])=O)cc2)cc1,4.6592
[*]c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N([*])C8=O)cc6C5=O)c4)cc3)cc2)c1,2.9006
[*]Nc1nc(Nn2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)nc(N(CCCC)CCCC)n1,2.5558
[*]c1ccc2c(c1)Cc1cc([*])ccc1-2,3.7772
[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc6[nH]c([*])nc6c4)C5=O)cc3C2=O)cc1,2.4895
[*]c1nc(Cl)nc(N([*])c2ccccc2)n1,4.3194
[*]NC(=S)C(C=C1)=CC=C1O[*],3.2939
[*]CCCCCCNC(=O)C(O)C(O)C(=O)N[*],5.8031
[*]CC([*])C(=O)OCCCCSC,4.571
[*]CCCCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCCO[*])cc1,5.2644
[*]CCCCNC(=O)C(=O)N[*],5.1306
[*]c1[nH]c([*])c2c1CCCC2,2.7316
[*]c1cc(CCS(=O)(=O)O)c([*])s1,2.5623
[*]CC(C)(C)COC(=O)CCCCCCCC(=O)O[*],6.5848
[*]C(C=C1)=CC=C1OC(=S)O[*],4.7568
[*]Oc1ccc(C(=O)OC(=O)c2ccc([*])cc2)cc1,4.2788
[*]c1cc(-c2ccc(OCCCCCCCC)cc2)c([*])s1,2.6404
[*]c1cccc(Oc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)c1,2.5671
[*]CC([*])OC(=O)C(Cl)(Cl)Cl,5.7645
[*]CC(=O)CC(S1)=CC=C1[*],4.4255
[*]OC(=O)C(Cc1ccccc1)NC(=O)CCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2C([*])COC12,5.287
[*]CC([*])C(=O)N(O)c1cccc(C)c1,4.1845
[*]Oc1ccc(Oc2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,3.4373
[*]c1cc(COCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,2.6611
[*]c1cc([*])cc(C23CC4CC(CC(C4)C2)C3)c1,4.4178
[*]OC(F)(C([*])(F)F)C(F)(F)F,8.6002
[*]c1ccc([*])n1CC(=O)OC,2.6899
[*]CC(CO[*])(CS(=O)(=O)CCCC)CS(=O)(=O)CCCC,5.4465
[*]CCN([*])C(=O)c1c(F)cccc1F,4.4989
[*]CCNC(=O)c1ccc(O[*])cc1,5.0314
[*]Oc1ccc(C(C)(C)c2cc(Cl)c(OC([*])=O)c(Cl)c2)cc1,4.8819
[*]CCCCCCCCC(=O)NCCCCCCNC(=O)CCCO[*],5.9837
[*]CCCCCCCCNC(=O)CCCCCCC(=O)N[*],5.7761
[*]Cc1cccc([*])c1O,4.4656
[*]CCCCCCCCCCCCCCOCO[*],6.6169
[*]NC(C=C1)=CC=C1C(S2)=CC=C2C(=S)[*],2.4476
[*]CNC(C=C1)=CC=C1C(=O)[*],3.6383
[*]C(=O)c1ccc2c(c1)C(=O)n1c-2nc2ccc(-c3ccc4c(c3)nc3n4C(=O)c4ccc([*])cc4-3)cc21,2.4234
[*]CCCCCCOC(=O)NCCSCCCCCSCCNC(=O)O[*],5.2279
[*]Oc1c(C)cc(C2(c3cc(C)c(OC(=O)c4cc(C([*])=O)cc(C(C)(C)C)c4)c(C)c3)CC(C)CC(C)(C)C2)cc1C,3.335
[*]c1cc(C=Nc2cccc(C)c2)cc([*])c1O,3.5437
[*]CC(OCC)C(C#N)(C#N)C([*])(C#N)C(=O)OC,5.4657
[*]c1cccc(-c2ccc(-c3ccc([*])s3)s2)n1,2.8359
[*]CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O[*])cc2)c2ccccc2)cc1,3.9898
[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1C(=O)O,3.6534
[*]C(=O)c1cccc(C(=O)N2COCN2[*])c1,4.5807
[*]c1ccc(C(=O)Nc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,2.3994
[*]CC([*])c1ccncc1,2.5368
[*]CCOC(=O)Nc1ccc(-c2ccc(NC(=O)O[*])c(C)c2)cc1C,4.3385
[*]CCNC(=O)CCCCCCCCCCCCCCC(=O)N[*],5.9522
[*]CC1CCC(CNC(=O)c2cc(C(=O)N[*])cc(C(C)(C)C)c2)CC1,4.8744
[*]CCCOC(=O)CC(=O)O[*],6.6256
[*]CC([*])c1cccc(C)c1,5.185
[*]Cc1ccc(C(=O)O[*])cc1,4.9209
[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCC)C(=O)N[*],6.0328
[*]OC(C)COC(=O)CCCCCCCC([*])=O,6.6084
[*]Oc1ccc(C(C)c2ccc(OC([*])=O)c(C)c2)cc1C,5.159
[*]CCCCOC(=O)CCCCCNC(=O)O[*],6.3358
[*]CC([*])C(=O)NCC,5.2246
[*]CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCSCCCCC(=O)O[*],5.0235
[*]c1ccc2c([*])c(C)[nH]c2c1,4.0225
[*]c1cc(CCCCCCCCCC2COC(C)(C)O2)c([*])s1,2.9938
[*]C1C=CC([*])N1,4.6504
[*]CCCCCCOC(=O)CCC(C)CC(=O)O[*],6.8321
[*]c1sc(-c2sc(-c3sc([*])c4nccnc34)c3c2OCCO3)c2c1OCCO2,1.0217
[*]c1sc([*])c2c1OCC(CCCCCC)O2,3.3322
[*]CCCCCCCCCCOC(=O)c1cccc(C(=O)O[*])c1,5.173
[*]Nc1cc([*])ccc1N,3.7339
[*]NC(C)=CC([*])=O,3.6072
[*]Nc1cc(NC(=O)c2ccc(-c3ccc(C([*])=O)cc3)cc2)cc(C(=O)OCCOc2ccc(C=CC(=O)c3ccccc3)cc2)c1,3.5149
[*]CC([*])C(=O)N(O)c1ccc(C)cc1,4.2873
[*]CC1CCC(CNC(=O)CCCCCCCCC(=O)N[*])CC1,5.7331
[*]CC1(CO[*])CC2CCC1CC2,5.9128
[*]CCOC(=S)NC(=S)C(C=C1)=CC=C1N[*],2.7606
[*]NC(CCC([*])=O)C(=O)OC,5.6456
[*]CC(O)C(O)CN([*])c1ccc(N(C)C)cc1,3.7705
[*]Oc1cccc(OC(=O)c2ccc(Oc3ccc(C([*])=O)cc3)cc2)c1,4.2359
[*]CC(Cl)(C#N)C1C=CC([*])CC1,5.4881
[*]CC([*])(F)C(=O)OC,6.8022
[*]CC(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[*],6.4212
[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4cccc5c(N6C(=O)c7ccc([*])cc7C6=O)cccc45)cc2)C3=O)n1,2.5119
[*]CC1CCC(CNC(=O)CCCCCCCC(=O)N[*])CC1,5.7062
[*]C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(S(=O)(=O)c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)cc1,2.7403
[*]CC([*])C,6.5196
[*]C(=O)c1cccc(C(=O)N(C)c2cccc(N([*])C)c2)c1,4.4341
[*]C(=O)NCCCCCCCCNC(=O)c1cncc([*])c1,4.7551
[*]CCCCCCNC(=O)CCCC(=O)N[*],5.7154
[*]c1cc(C(F)(F)C(F)(F)C(F)(F)F)c([*])s1,2.8054
[*]Cc1ccc(CNC(C)=N[*])cc1,4.9237
[*]CCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],5.8878
[*]c1ccc(C)c(N2CC(=O)N([*])CC2=O)c1,5.1153
[*]CCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,3.8389
[*]CC=CCOC(=O)CCCCCCCCC(=O)O[*],6.002
[*]CCOC(=O)Nc1c(C)c(C)c(NC(=O)O[*])c(C)c1C,5.3419
[*]C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc([*])ccc6[nH]5)c4)nc3c2)n1,3.4965
[*]C=CC1CC([*])C(C(=O)OCCNC(C)(C)C)C1,5.2249
[*]CC(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3[*],3.4745
[*]C(F)(F)C(F)(F)C(C=C1)=CC=C1O[*],4.5008
[*]Oc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CC(C)CCC([*])=O)cc2)C(=O)OCCCCCCCC)cc1,5.2951
[*]CC(CS(=O)(=O)CCC)O[*],6.0251
[*]CCOC(=O)Nc1cccc(NC(=O)O[*])c1,5.098
[*]NC(C)(CC)C([*])=O,5.7479
[*]c1nc2cc3nc(-c4ccc([*])o4)[nH]c3cc2[nH]1,2.2261
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCC(C)(C)COc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,2.7216
[*]CCOC(=O)CC(=O)O[*],6.8494
[*]c1ccc(-c2nc3cc4sc([*])nc4cc3s2)cc1,3.1122
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O[*],6.5652
[*]CCCCCCCCCCCCNC(=O)C(=O)N[*],5.7269
[*]CC(CBr)O[*],6.2128
[*]C(=O)CCP(=O)(CCC(=O)N1CCN([*])CC1)c1ccccc1,4.8984
[*]Nc1c(Br)cc(C([*])=O)cc1Br,3.8726
[*]C=CCCCCCCCCCC[*],5.8787
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1CCC(C)CC,3.5259
[*]OC(=O)OCCCCCCOC(=O)OC1COC2C([*])COC12,6.6217
[*]NC(CC([*])=O)C(C)C,5.9638
[*]Nc1ccc(NC(=O)c2ccc(C(=O)c3ccc(C([*])=O)c(C(=O)O)c3)cc2C(=O)O)cc1,3.0554
[*]C(=O)Nc1cccc(C(=O)Nc2cccc(NC(=O)c3ccc4[nH]c(-c5cccc(-c6nc7cc([*])ccc7[nH]6)c5)nc4c3)c2)c1,3.186
[*]CC(C)(CCC)C(=O)O[*],6.7802
[*]Oc1ccc(OC(=O)Oc2ccc(C([*])=O)cc2)cc1,4.5384
[*]CC(C)(C)O[*],5.2445
[*]OC(C)CCCCC([*])=O,6.5026
[*]CC([*])C(=O)N(CCC)CCC,5.3191
[*]C=Cc1ccc([*])o1,3.8424
[*]CCCCCCNC(=O)c1cccc(C(=O)N[*])c1,5.0813
[*]Oc1ccc(Oc2cccc([*])n2)cc1,4.3182
[*]C(=O)C(C=C1)=CC=C1C(=S)C(S2)=CC=C2[*],2.3711
[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],6.897
[*]CC(C=C1)=CC=C1CC(S2)=CC=C2[*],4.5782
[*]C=CC1CC([*])C(C#N)(C[Si](C)(C)C)C1,5.6706
[*]CNC(=O)OC(c1ccco1)C(OC(=O)NCc1ccc(C(C)(C)c2ccc([*])o2)o1)c1ccco1,4.7926
[*]Cc1ccc(CNC(=O)CCCCCCCCCCCCCC(=O)N[*])cc1,5.2897
[*]CC([*])(F)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.6184
[*]Oc1cccc(OC2(F)C([*])(F)C(F)(F)C2(F)F)c1,5.2546
[*]CCCC(=O)N[*],5.5236
[*]Oc1ccc(OC(=O)Oc2ccc(OC([*])=O)cc2)cc1C,5.0353
[*]CCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O[*],6.7022
[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(-c3nc(-c4ccccc4)nc(-c4cccc(N5C(=O)c6ccc([*])cc6C5=O)c4)n3)c1)C2=O,2.9625
[*]CCCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],5.8625
[*]Oc1ccc(C(=O)OCCOCCOC(=O)c2ccc(OC([*])=O)cc2)cc1,4.6582
[*]CCNC(=O)CCCCCCCCCCCCCCCCC(=O)N[*],5.9348
[*]CC(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],2.7965
[*]Nc1cc(Cl)c([*])cc1Cl,3.1744
[*]CCCCCC(=O)NCCCCCCNC(=O)CCCCCOC(=O)CCCCC(=O)O[*],5.9182
[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)nc1,3.2895
[*]OC([*])CCC,6.6355
[*]C(=O)OCCCCCCOC(=O)N1CCN([*])CC1,5.9678
[*]c1ccc([*])n1C(C(=O)NO)n1c2ccccc2c2ccccc21,2.9081
[*]c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,2.9129
[*]NNC(=S)c1ccc(C([*])=S)cc1,3.4154
[*]Nc1ccc(Cc2ccc(NC(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C([*])=O)cc4)cc3)cc2)cc1,3.0916
[*]OC(=O)c1ccc(C(=O)NCNC(=O)c2ccc(C([*])=O)cc2)cc1,4.0657
[*]Oc1ccc2cc(C([*])=O)ccc2c1Br,3.7175
[*]CCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],5.6607
[*]NC(=O)OC(=O)[*],5.6538
[*]CCC(=O)C(C=C1)=CC=C1[*],4.5077
[*]CCCOC(=O)CCC(C)CC(=O)O[*],6.7963
[*]CC([*])n1c2ccc(I)cc2c2cc(I)ccc21,2.9408
[*]CC(CC)(CCl)CO[*],6.1616
[*]C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4ccc(-c5nc6cc([*])ccc6[nH]5)cc4)nc3c2)c1,3.1791
[*]CCCCOC(=O)SNCCCCCCNSC(=O)O[*],5.4377
[*]CCCCCCCCCCOC(=O)CC(C)(C)CC(=O)O[*],6.7584
[*]NNC(=O)CCCCC([*])=O,5.6711
[*]CCc1ccc([*])c(Br)c1,5.0525
[*]CCOCCOCCOCCOC(=O)CCSCCC(=O)O[*],5.3735
[*]CCCCCCCCNC(=O)CCC=CCCC(=O)N[*],5.2366
[*]c1cc(N=Nc2ccc(C#N)cc2)cc([*])c1O,2.4223
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)cc2)cc1,2.7174
[*]Oc1c(C)cc([*])cc1C,4.5265
[*]c1ccc(-c2ccc([*])n2C#Cc2ccc(CCCCCC)cc2)s1,2.5339
[*]c1cc(-c2cc(CCCCCCCC)ccc2CCCCCCCC)c([*])s1,1.6967
[*]c1ccc(-c2ccc([*])nc2)cn1,3.5855
[*]C=Cc1ccc([*])c(C(=O)OC)c1C(=O)OC,4.11
[*]CCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N[*],5.7342
[*]CCCCCCCCCCNCCCCCCN[*],5.4327
[*]OC(=O)Oc1ccc(OC(=O)OC2CC3CC([*])CC(C2)O3)cc1,5.6192
[*]c1ccc([*])n1C(=O)NO,2.5384
[*]CCCCCCCCCCNC(=O)NCCCCCCCCNC(=O)N[*],5.9409
[*]CCCCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N[*],5.7027
[*]C=C([*])OCCCC,4.7326
[*]OC(=O)c1ccc(CCCCCCc2ccc(C([*])=O)cc2)cc1,4.5994
[*]C(=O)OC1CC([*])N(C(=O)OCc2ccccc2)C1,5.588
[*]CCCCCOCO[*],6.5668
[*]CC(CO[*])C(C)(C)C,5.7599
[*]CCCCCCCCCCCCOC(=O)CCCCCCCCCCC(=O)O[*],6.669
[*]c1ccc([*])n1CCC(=O)OCC,2.8986
[*]CCC(c1ccccc1)C([*])c1ccccc1,5.4001
[*]CCCCCCCCCCc1nnc([*])o1,6.3926
[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(C(=O)O)cc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,3.4931
[*]c1cc(CCCC)c([*])s1,2.5394
[*]C(=O)C(C=C1)=CC=C1C(S2)=CC=C2O[*],3.7187
[*]c1ccc(-c2ccc(-c3nc(-c4ccc(-c5csc([*])n5)cc4)cs3)cc2)cc1,2.9481
[*]C(=O)NCCCCCCNC(=O)c1ccc([*])o1,4.6438
[*]CC([*])c1cc(Br)ccc1OC(C)C,4.6199
[*]C(F)(F)C(F)(F)NC(=S)[*],3.3248
[*]CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)O[*],6.8416
[*]C=Cc1ccc(N(c2ccc(C=Cc3ccc4c5ccc([*])cc5n(CC(CC)CCCC)c4c3)cc2)c2ccc(OCC(CC)CCCC)cc2)cc1,3.0565
[*]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,2.3733
[*]Cc1ccc(COC(=O)CCCCCCCCCCC(=O)O[*])cc1,5.5473
[*]CCCCCCNC(=O)CCP(=S)(CCC(=O)N[*])c1ccccc1,4.6741
[*]CCCCCCCCCCCCOC(=O)NCc1ccc(CNC(=O)O[*])cc1,5.664
[*]C=CCC(C[*])(c1ccccc1)c1ccccc1,5.1804
[*]COCOCCCO[*],6.5721
